customer_id,signup_date,last_active,total_spend,num_support_tickets,total_logins,subscription_type,country,churned
CUST_334,2024-05-19,2024-11-30,503.03700560362796,7,105,basic,Canada,0
CUST_335,2024-01-17,2024-12-26,251.4717418704027,4,172,enterprise,Australia,0
CUST_336,2024-03-08,2024-12-23,803.2496399243911,4,5,basic,Australia,0
CUST_337,2024-06-16,2024-12-10,2521.6655312766807,6,148,basic,Australia,0
CUST_338,2024-01-02,2024-12-14,3885.5127437810897,8,147,basic,Australia,0
CUST_339,2024-06-21,2024-12-26,970.6604517542646,2,144,basic,USA,0
CUST_340,2024-04-12,2024-12-08,2339.362960962417,5,100,enterprise,Canada,0
CUST_341,2024-11-11,2024-12-04,3958.9728897059927,1,197,premium,Australia,0
CUST_342,2024-04-22,2024-12-22,188.63417215043455,9,2,basic,Canada,1
CUST_343,2024-08-07,2024-12-21,1861.0414376432052,0,143,basic,USA,0
CUST_344,2024-07-01,2024-11-28,3913.1448627516843,2,177,basic,Australia,0
CUST_345,2024-07-22,2024-12-16,4986.668638876283,4,41,basic,UK,0
CUST_346,2024-07-29,2024-12-15,378.1876281135492,7,129,enterprise,Australia,0
CUST_347,2024-02-13,2024-12-08,1864.1127865813075,0,150,premium,Canada,0
CUST_348,2024-07-11,2024-12-06,3168.7673013837875,7,195,basic,Canada,0
CUST_349,2024-10-13,2024-12-21,4822.155191202341,2,77,basic,Australia,0
CUST_350,2024-01-16,2024-12-16,204.44140060537234,0,109,basic,Canada,0
CUST_351,2024-03-09,2024-12-04,2652.5492366732415,2,80,premium,Australia,0
CUST_352,2024-11-20,2024-12-03,3690.1607350815484,3,107,premium,UK,0
CUST_353,2024-07-05,2024-12-23,1218.7281887736478,0,26,basic,Australia,0
CUST_354,2024-10-23,2024-12-16,1340.5642200178113,8,157,enterprise,USA,0
CUST_355,2024-10-29,2024-12-14,3170.8974845324738,6,66,basic,UK,0
CUST_356,2024-01-05,2024-12-11,3026.8748388086324,5,134,premium,USA,0
CUST_357,2024-02-17,2024-12-01,4612.161487787928,0,142,basic,UK,0
CUST_358,2024-05-11,2024-12-07,3713.26271428436,0,90,premium,USA,0
CUST_359,2024-11-18,2024-12-14,4754.028421876298,0,3,basic,Canada,0
CUST_360,2024-04-10,2024-12-12,3571.490692254688,2,151,basic,Australia,0
CUST_361,2024-11-10,2024-12-07,2114.760873192372,0,91,basic,UK,0
CUST_362,2024-02-18,2024-12-24,2950.8008881168676,6,108,basic,UK,0
CUST_363,2024-02-16,2024-12-10,4576.680629168583,3,146,premium,USA,0
CUST_364,2024-08-28,2024-12-19,2499.4822446471167,9,135,basic,USA,0
CUST_365,2024-09-18,2024-12-24,2272.959570132237,4,146,basic,UK,0
CUST_366,2024-11-18,2024-11-29,3646.2990489665863,3,99,enterprise,USA,0
CUST_367,2024-06-28,2024-12-05,3635.3738066904366,3,82,premium,UK,0
CUST_368,2024-08-28,2024-12-17,1766.180710092032,4,98,basic,Canada,0
CUST_369,2024-02-10,2024-12-08,4287.842019300799,5,186,premium,UK,0
CUST_370,2024-07-17,2024-11-29,4402.840488775116,9,194,premium,Australia,0
CUST_371,2024-01-19,2024-12-08,1682.4556048203676,6,18,basic,Canada,0
CUST_372,2024-10-23,2024-12-14,353.6391905232192,3,71,premium,USA,0
CUST_373,2024-02-07,2024-11-28,3857.443209215286,1,114,enterprise,Australia,0
CUST_374,2024-09-21,2024-12-05,374.73265846879013,2,3,premium,Canada,0
CUST_375,2024-10-16,2024-12-26,1110.9063417472703,8,83,premium,UK,0
CUST_376,2024-03-30,2024-12-27,2113.8194335609705,4,105,premium,Australia,0
CUST_377,2024-05-26,2024-12-22,4231.420891157446,7,49,premium,Canada,0
CUST_378,2024-10-07,2024-12-08,2025.1681168665127,3,51,premium,USA,0
CUST_379,2024-01-26,2024-11-30,2016.622895224745,5,92,basic,USA,0
CUST_380,2024-01-08,2024-12-26,1727.487124833741,7,192,premium,UK,0
CUST_381,2024-03-08,2024-12-01,2633.4202993959443,3,98,enterprise,UK,0
CUST_382,2024-01-04,2024-12-12,548.1975465740218,2,162,enterprise,USA,0
CUST_383,2024-10-22,2024-12-04,1795.7804343992314,2,88,enterprise,UK,0
CUST_384,2024-10-16,2024-12-12,111.65094334721955,9,161,basic,Canada,0
CUST_385,2024-03-09,2024-12-16,478.0000639463905,6,122,basic,UK,0
CUST_386,2024-07-22,2024-11-29,1374.9179902331343,7,199,enterprise,USA,0
CUST_387,2024-11-23,2024-12-21,4589.9206373880825,9,121,premium,USA,0
CUST_388,2024-01-11,2024-12-22,4343.599371625687,7,198,premium,Canada,0
CUST_389,2024-11-14,2024-12-07,4900.455013994253,1,138,basic,USA,0
CUST_390,2024-08-18,2024-12-20,2299.589581954875,6,58,basic,Australia,0
CUST_391,2024-04-19,2024-12-13,4096.263303544278,8,103,premium,Canada,0
CUST_392,2024-11-20,2024-12-04,4123.841588195719,7,119,basic,Canada,0
CUST_393,2024-11-27,2024-12-14,230.44791140712138,9,107,premium,Canada,0
CUST_394,2024-11-20,2024-12-07,4624.31568997138,0,2,enterprise,UK,0
CUST_395,2024-01-09,2024-12-17,3077.407095952614,2,172,enterprise,USA,0
CUST_396,2024-10-06,2024-12-09,4586.391562984662,0,124,basic,Australia,0
CUST_397,2024-07-20,2024-12-17,640.34499014172,8,74,basic,Canada,0
CUST_398,2024-04-07,2024-12-25,2525.1169091436436,1,197,basic,USA,0
CUST_399,2024-01-24,2024-12-11,4114.3239762166995,1,22,enterprise,Canada,0
CUST_400,2024-06-24,2024-12-18,3174.0274386584933,2,110,basic,Canada,0
CUST_401,2024-06-01,2024-12-07,3059.255204877178,1,169,basic,USA,0
CUST_402,2024-02-18,2024-11-30,4111.204634703935,1,14,premium,Australia,0
CUST_403,2024-01-03,2024-12-27,4970.146001605377,5,19,premium,USA,0
CUST_404,2024-04-14,2024-12-27,4021.5487681738537,7,48,enterprise,UK,0
CUST_405,2024-04-14,2024-12-07,2372.4506560678738,7,147,enterprise,USA,0
CUST_406,2024-09-01,2024-12-16,1743.0912323307318,6,119,basic,Australia,0
CUST_407,2024-10-12,2024-12-18,2528.934119193926,9,153,enterprise,UK,0
CUST_408,2024-06-09,2024-12-07,4867.392864867863,5,156,enterprise,USA,0
CUST_409,2024-08-20,2024-12-01,2796.2773839928013,8,67,premium,Canada,0
CUST_410,2024-02-01,2024-12-05,4700.683203559357,9,190,premium,Australia,0
CUST_411,2024-07-20,2024-12-11,2856.2950642326005,9,73,enterprise,Canada,0
CUST_412,2024-02-14,2024-12-12,2442.024263440219,7,161,enterprise,Australia,0
CUST_413,2024-05-07,2024-12-09,4891.753737881642,3,9,enterprise,USA,0
CUST_414,2024-05-12,2024-12-13,4880.9927560418455,6,111,premium,Australia,0
CUST_415,2024-03-06,2024-11-28,2396.8134199560513,1,133,basic,USA,0
CUST_416,2024-04-28,2024-12-26,1435.5047584124272,0,24,basic,UK,0
CUST_417,2024-08-22,2024-12-04,2133.141763843731,2,196,premium,Canada,0
CUST_418,2024-08-16,2024-12-18,3484.818593471214,0,185,basic,UK,0
CUST_419,2024-05-24,2024-12-02,2998.1056701942753,9,178,premium,USA,0
CUST_420,2024-06-12,2024-12-12,1363.9310622509483,3,169,enterprise,UK,0
CUST_421,2024-11-27,2024-12-13,2328.6363457151765,3,94,enterprise,Australia,0
CUST_422,2024-03-20,2024-12-05,1632.6035196129606,2,119,basic,USA,0
CUST_423,2024-09-01,2024-12-18,4193.821946586015,4,176,enterprise,USA,0
CUST_424,2024-01-14,2024-12-06,4191.696433898564,4,48,basic,Australia,0
CUST_425,2024-05-15,2024-12-23,4081.3216888368715,1,113,enterprise,Australia,0
CUST_426,2024-04-22,2024-12-17,3650.910235906609,9,68,basic,USA,0
CUST_427,2024-01-26,2024-11-28,4130.9609615750505,6,179,enterprise,Australia,0
CUST_428,2024-08-26,2024-12-01,1730.034253346979,2,42,enterprise,Canada,0
CUST_429,2024-01-18,2024-12-25,3580.6524318158445,7,84,enterprise,USA,0
CUST_430,2024-08-20,2024-12-06,3099.4454304545316,0,81,enterprise,Australia,0
CUST_431,2024-10-30,2024-12-21,1007.4046008197673,9,85,basic,UK,0
CUST_432,2024-07-07,2024-12-04,1411.1576308434612,9,85,basic,UK,0
CUST_433,2024-03-26,2024-12-12,3629.3870972562904,3,111,premium,UK,0
CUST_434,2024-11-16,2024-12-12,4292.211437983559,4,130,premium,Australia,0
CUST_435,2024-09-23,2024-12-27,317.6704430501451,7,194,basic,Canada,0
CUST_436,2024-06-29,2024-12-16,4314.488760302701,6,101,enterprise,Canada,0
CUST_437,2024-03-31,2024-12-18,2111.3032365973654,2,157,enterprise,Australia,0
CUST_438,2024-04-15,2024-12-22,1215.5152440940712,7,3,basic,USA,0
CUST_439,2024-01-06,2024-12-25,4700.242742231836,1,26,premium,USA,0
CUST_440,2024-03-06,2024-11-29,2055.9861494584716,8,131,premium,Canada,0
CUST_441,2024-05-31,2024-12-07,2133.76367325898,6,149,basic,Australia,0
CUST_442,2024-04-10,2024-12-06,2199.597270805308,6,188,premium,Australia,0
CUST_443,2024-11-25,2024-12-02,1516.706373773467,5,31,basic,Canada,0
CUST_444,2024-04-01,2024-12-10,1042.5455534215348,4,82,basic,USA,0
CUST_445,2024-08-18,2024-12-06,2719.2202097627974,8,154,basic,Australia,0
CUST_446,2024-01-24,2024-12-08,4146.065866685269,2,98,premium,Australia,0
CUST_447,2024-09-05,2024-12-19,337.3731906086477,2,71,enterprise,USA,0
CUST_448,2024-09-18,2024-12-24,3318.220744360461,1,91,premium,USA,0
CUST_449,2024-03-06,2024-12-09,2538.531710340955,4,55,enterprise,UK,0
CUST_450,2024-09-29,2024-12-02,2712.0279068508844,0,191,premium,Australia,0
CUST_451,2024-03-31,2024-12-16,952.4344255013561,8,151,enterprise,UK,0
CUST_452,2024-08-09,2024-12-06,1680.5764778698165,3,97,basic,Australia,0
CUST_453,2024-03-11,2024-11-30,482.33860276743536,8,90,basic,UK,0
CUST_454,2024-02-23,2024-12-26,1940.3628059609848,0,135,enterprise,Canada,0
CUST_455,2024-05-27,2024-12-11,4640.676830852083,0,83,enterprise,Australia,0
CUST_456,2024-04-07,2024-12-05,256.04057307953644,5,150,basic,USA,0
CUST_457,2024-02-26,2024-12-10,3661.9130664779645,3,26,basic,USA,0
CUST_458,2024-11-10,2024-12-03,1876.8324424854095,7,161,premium,UK,0
CUST_459,2024-07-11,2024-12-03,4507.446417305866,2,147,premium,Canada,0
CUST_460,2024-03-11,2024-12-01,922.7056605253925,9,168,enterprise,USA,0
CUST_461,2024-05-09,2024-11-28,2352.2470709565223,2,105,premium,USA,0
CUST_462,2024-07-26,2024-12-02,2552.8535205095886,9,35,enterprise,UK,0
CUST_463,2024-06-20,2024-12-22,3669.6885375302104,1,120,enterprise,Australia,0
CUST_464,2024-06-04,2024-12-02,515.3934869239424,4,10,enterprise,Canada,0
CUST_465,2024-02-20,2024-12-24,560.9886679176657,6,54,basic,USA,0
CUST_466,2024-09-27,2024-12-27,2968.5534084281153,1,81,premium,UK,0
CUST_467,2024-11-23,2024-12-06,2639.2629086607403,8,139,basic,Canada,0
CUST_468,2024-03-04,2024-12-18,4466.668077427464,5,35,basic,USA,0
CUST_469,2024-07-26,2024-12-11,3703.641269165413,2,124,basic,Australia,0
CUST_470,2024-07-22,2024-12-06,135.55563171039566,0,86,premium,UK,0
CUST_471,2024-05-06,2024-12-12,4324.4028296753695,0,145,premium,Canada,0
CUST_472,2024-09-16,2024-12-14,2068.4809533840244,5,198,enterprise,UK,0
CUST_473,2024-06-17,2024-12-13,4249.501551005726,8,115,enterprise,Canada,0
CUST_474,2024-02-08,2024-12-26,2469.190993657317,6,55,basic,Australia,0
CUST_475,2024-02-10,2024-12-08,948.3082860249939,6,91,basic,USA,0
CUST_476,2024-09-20,2024-12-16,4017.0030951615645,3,94,basic,UK,0
CUST_477,2024-04-06,2024-11-29,4395.218181524547,1,51,basic,Australia,0
CUST_478,2024-06-17,2024-11-29,3431.2072841803565,1,113,basic,Australia,0
CUST_479,2024-02-24,2024-12-07,360.14174970503035,1,101,premium,UK,0
CUST_480,2023-12-30,2024-12-14,540.784273225159,1,104,enterprise,USA,0
CUST_481,2024-07-19,2024-12-05,1477.0534072220007,1,198,basic,USA,0
CUST_482,2024-09-14,2024-12-25,1068.5123152276062,7,67,basic,UK,0
CUST_483,2024-04-28,2024-12-26,4146.893719169765,5,165,basic,UK,0
CUST_484,2024-06-19,2024-12-17,2261.7707134731486,0,3,premium,Canada,0
CUST_485,2024-03-13,2024-12-03,2077.1626090246164,4,144,basic,USA,0
CUST_486,2024-01-20,2024-12-21,2144.105700800619,4,177,basic,USA,0
CUST_487,2024-06-19,2024-12-15,3290.459924715024,7,104,enterprise,Canada,0
CUST_488,2024-05-22,2024-12-05,3699.5444793494207,6,57,premium,Canada,0
CUST_489,2024-01-06,2024-12-08,2074.2354146826806,9,96,enterprise,USA,0
CUST_490,2024-01-03,2024-12-18,1674.2661000024068,5,96,premium,Australia,0
CUST_491,2024-07-15,2024-12-23,885.8715691987113,0,110,premium,Canada,0
CUST_492,2024-08-02,2024-12-12,2572.2049313796347,5,98,enterprise,USA,0
CUST_493,2024-02-11,2024-12-14,2412.6452903078944,9,183,premium,UK,0
CUST_494,2024-11-09,2024-12-01,1629.5179183039254,7,134,enterprise,Australia,0
CUST_495,2024-07-08,2024-12-24,1467.5674577832508,5,91,premium,Australia,0
CUST_496,2024-01-02,2024-12-24,4244.862381245651,6,190,basic,Canada,0
CUST_497,2024-05-27,2024-12-02,1974.3805549263523,4,174,basic,Australia,0
CUST_498,2024-09-27,2024-12-08,1277.828283813546,0,157,basic,Canada,0
CUST_499,2024-01-19,2024-12-12,4796.36279067249,9,85,premium,USA,0
CUST_500,2024-11-17,2024-12-23,3227.028503046311,9,93,basic,USA,0
CUST_501,2024-03-04,2024-11-29,535.6448453196316,3,166,premium,USA,0
CUST_502,2024-08-06,2024-12-10,4920.154844509189,4,92,premium,Australia,0
CUST_503,2024-06-29,2024-12-20,3795.6271363911906,2,174,premium,USA,0
CUST_504,2024-04-13,2024-12-22,1143.0225093214665,1,112,premium,USA,0
CUST_505,2024-10-24,2024-12-05,1534.8626912266102,3,151,premium,UK,0
CUST_506,2024-02-07,2024-12-08,2589.155009835782,3,184,premium,UK,0
CUST_507,2024-02-06,2024-12-20,2600.052177559749,8,77,basic,Australia,0
CUST_508,2024-08-10,2024-11-29,2477.6289185531828,0,53,premium,Canada,0
CUST_509,2024-09-01,2024-12-16,988.8035955277481,6,1,enterprise,USA,1
CUST_510,2024-10-11,2024-12-02,3696.269651538779,7,118,premium,Canada,0
CUST_511,2024-01-06,2024-12-20,4072.7680881439337,4,132,enterprise,Australia,0
CUST_512,2023-12-31,2024-12-12,673.7718627045365,3,148,basic,USA,0
CUST_513,2024-02-13,2024-12-03,2889.802800555914,2,96,basic,UK,0
CUST_514,2024-04-11,2024-12-03,1125.0355414056519,8,16,basic,Canada,0
CUST_515,2024-05-17,2024-12-15,3885.379783274212,2,191,premium,Canada,0
CUST_516,2024-03-21,2024-12-14,1595.4111282167155,9,83,premium,UK,0
CUST_517,2024-05-09,2024-11-30,776.5400042759923,2,101,enterprise,USA,0
CUST_518,2024-03-06,2024-12-17,4149.126746769969,7,66,basic,USA,0
CUST_519,2024-08-08,2024-12-07,4286.8572197940775,1,180,premium,USA,0
CUST_520,2024-07-28,2024-12-18,2289.566975852448,5,69,basic,USA,0
CUST_521,2024-09-29,2024-12-05,3699.1437956490213,3,198,enterprise,UK,0
CUST_522,2024-08-18,2024-12-05,972.311210772952,5,7,enterprise,USA,0
CUST_523,2024-02-27,2024-12-15,3993.034862814706,2,179,enterprise,Australia,0
CUST_524,2024-05-26,2024-12-06,2490.7471592038023,3,95,basic,Canada,0
CUST_525,2024-10-04,2024-12-18,1576.7622744700693,9,89,basic,Canada,0
CUST_526,2024-04-28,2024-12-17,4234.285549862987,4,147,basic,Australia,0
CUST_527,2024-10-18,2024-12-24,3688.6727642657943,2,18,basic,UK,0
CUST_528,2024-10-21,2024-11-29,2970.199990495373,4,4,basic,Canada,0
CUST_529,2024-11-10,2024-12-12,2684.053215320011,0,48,premium,USA,0
CUST_530,2024-09-09,2024-12-16,4585.208435203626,0,100,enterprise,Australia,0
CUST_531,2024-06-24,2024-12-24,3698.188637585936,3,10,basic,Australia,0
CUST_532,2024-08-30,2024-12-10,4660.585327372897,0,197,basic,Australia,0
CUST_533,2024-02-20,2024-12-07,3091.3828494270097,8,188,basic,USA,0
CUST_534,2024-04-25,2024-12-13,2206.3259113651116,5,28,premium,Australia,0
CUST_535,2024-05-09,2024-12-27,1953.9763945360535,8,80,premium,USA,0
CUST_536,2024-06-12,2024-12-27,3823.225783697291,5,24,enterprise,UK,0
CUST_537,2024-07-15,2024-11-30,3142.568298785053,5,199,premium,Australia,0
CUST_538,2024-01-06,2024-12-27,2917.5594562348874,2,176,basic,USA,0
CUST_539,2024-03-09,2024-12-07,561.8252224963878,1,153,enterprise,USA,0
CUST_540,2024-02-17,2024-12-20,2770.980271620035,0,191,basic,USA,0
CUST_541,2024-03-10,2024-12-27,1911.0957894911562,1,32,basic,Canada,0
CUST_542,2024-07-30,2024-12-01,2518.186687194218,7,119,basic,Canada,0
CUST_543,2024-04-28,2024-12-13,3773.8170331742967,8,17,basic,Canada,0
CUST_544,2024-07-25,2024-12-11,991.2729249452619,5,107,premium,Australia,0
CUST_545,2024-04-03,2024-12-04,4088.078034553238,1,119,basic,Canada,0
CUST_546,2024-02-17,2024-12-04,3572.364917391937,0,38,premium,UK,0
CUST_547,2024-05-07,2024-12-17,1963.7157860102448,6,75,premium,Australia,0
CUST_548,2024-03-24,2024-12-26,1326.556380620065,4,19,enterprise,Canada,0
CUST_549,2024-04-26,2024-12-02,2853.8609346296225,3,3,basic,Canada,0
CUST_550,2024-03-07,2024-12-15,1831.235442782122,1,174,basic,USA,0
CUST_551,2024-08-31,2024-12-25,3096.4269688668023,6,100,basic,UK,0
CUST_552,2024-10-29,2024-11-28,4295.683247837385,4,15,premium,Australia,0
CUST_553,2024-10-15,2024-12-18,956.531078267379,0,72,enterprise,UK,0
CUST_554,2024-08-15,2024-12-19,1587.2558947280227,3,171,enterprise,UK,0
CUST_555,2024-10-23,2024-11-30,122.10906983489082,4,56,enterprise,USA,0
CUST_556,2024-08-14,2024-12-12,2564.7292821771175,8,162,basic,Canada,0
CUST_557,2024-08-26,2024-12-05,4615.068094604105,5,33,premium,UK,0
CUST_558,2024-09-14,2024-12-12,2457.6995713335355,8,95,basic,Canada,0
CUST_559,2024-02-12,2024-12-01,284.2536856921136,2,20,premium,UK,0
CUST_560,2024-11-12,2024-12-11,3563.2438232054014,4,183,premium,UK,0
CUST_561,2024-07-30,2024-12-24,896.9245824251044,4,12,enterprise,USA,0
CUST_562,2024-09-05,2024-12-18,2883.9812309831705,1,108,basic,USA,0
CUST_563,2024-05-18,2024-12-14,2422.2312595329768,5,139,premium,USA,0
CUST_564,2024-10-08,2024-12-27,3204.314170727001,2,87,enterprise,Canada,0
CUST_565,2024-04-10,2024-12-12,4069.4805203682336,0,134,premium,Canada,0
CUST_566,2024-07-30,2024-12-07,1972.5962300883946,8,36,enterprise,Canada,0
CUST_567,2024-10-08,2024-12-19,1251.5004882622736,8,79,basic,Canada,0
CUST_568,2024-03-18,2024-12-05,1023.3904019002083,6,11,enterprise,Canada,0
CUST_569,2024-01-11,2024-12-03,2924.9099130693653,2,114,premium,USA,0
CUST_570,2024-07-13,2024-12-06,3259.8088939181025,0,73,enterprise,UK,0
CUST_571,2024-01-08,2024-12-11,4547.164146177741,3,195,enterprise,UK,0
CUST_572,2024-07-16,2024-11-30,1437.2824135769097,9,15,premium,UK,0
CUST_573,2024-02-15,2024-12-21,3024.8656228821746,2,109,enterprise,Canada,0
CUST_574,2024-04-16,2024-12-24,1138.430831630222,5,2,premium,USA,0
CUST_575,2024-03-09,2024-12-18,1470.7835629710053,2,123,basic,USA,0
CUST_576,2024-03-12,2024-12-16,2198.783982567013,3,87,basic,USA,0
CUST_577,2024-09-01,2024-12-19,4005.7646674853513,0,74,enterprise,Canada,0
CUST_578,2024-11-15,2024-12-16,3910.3032856099735,7,118,basic,Canada,0
CUST_579,2024-03-07,2024-12-20,4964.772856594549,8,189,basic,Australia,0
CUST_580,2024-05-19,2024-12-10,4477.838974299587,8,189,basic,UK,0
CUST_581,2024-02-20,2024-12-04,2891.797380834585,1,98,premium,Australia,0
CUST_582,2024-11-11,2024-12-20,3214.7130534766407,5,199,basic,Australia,0
CUST_583,2024-06-13,2024-12-05,415.3681416969056,3,176,premium,UK,0
CUST_584,2024-08-23,2024-12-27,2274.1985893081082,6,139,basic,UK,0
CUST_585,2024-07-04,2024-12-06,933.548725132704,3,101,basic,USA,0
CUST_586,2024-05-20,2024-12-03,4382.612781653874,7,114,premium,Australia,0
CUST_587,2024-05-06,2024-12-14,4559.489579881929,4,41,enterprise,USA,0
CUST_588,2024-05-11,2024-12-22,2899.9994616760105,7,70,premium,UK,0
CUST_589,2024-09-05,2024-12-05,182.71406475644682,3,163,basic,UK,0
CUST_590,2024-08-17,2024-11-30,3646.71730899668,2,63,basic,UK,0
CUST_591,2024-03-07,2024-12-01,531.1414410314501,7,197,enterprise,Australia,0
CUST_592,2024-10-25,2024-12-04,4108.49720201589,0,1,enterprise,USA,0
CUST_593,2024-09-06,2024-12-23,423.1377048093922,1,113,premium,UK,0
CUST_594,2024-05-19,2024-12-26,2731.7448992799727,1,25,premium,UK,0
CUST_595,2024-11-20,2024-12-25,3172.482393615471,8,162,enterprise,Canada,0
CUST_596,2024-03-24,2024-12-20,1371.9333486796638,8,71,premium,Australia,0
CUST_597,2024-06-13,2024-12-13,2442.088854652942,9,176,premium,UK,0
CUST_598,2024-11-23,2024-12-04,4973.0325650359055,3,114,premium,Australia,0
CUST_599,2024-06-26,2024-12-27,497.07455522997014,6,145,enterprise,UK,0
CUST_600,2024-11-14,2024-12-03,899.1855644801103,3,93,premium,USA,0
CUST_601,2024-01-14,2024-12-05,3553.4801737760176,5,14,enterprise,Australia,0
CUST_602,2024-05-29,2024-12-11,2193.9588548246693,0,159,basic,Australia,0
CUST_603,2024-06-22,2024-12-16,1521.0245489992558,8,69,premium,USA,0
CUST_604,2024-11-14,2024-12-15,2072.344282701507,7,141,premium,Canada,0
CUST_605,2024-08-17,2024-12-09,2570.9294423032584,9,155,enterprise,USA,0
CUST_606,2024-05-13,2024-12-10,659.3373766871757,5,190,basic,Australia,0
CUST_607,2024-04-06,2024-12-06,1998.2724044936442,2,183,premium,USA,0
CUST_608,2024-01-09,2024-12-22,3147.9216368836837,3,163,basic,UK,0
CUST_609,2024-01-23,2024-12-15,1516.8533419179446,5,195,basic,UK,0
CUST_610,2024-01-21,2024-12-23,1795.9792047281705,1,78,enterprise,UK,0
CUST_611,2024-09-20,2024-11-30,1645.8125439906385,7,10,enterprise,Canada,0
CUST_612,2024-05-09,2024-12-22,338.85061318184614,5,6,premium,USA,0
CUST_613,2024-01-02,2024-12-14,2343.464619453209,7,48,premium,USA,0
CUST_614,2024-04-30,2024-12-07,4935.729821635029,5,178,enterprise,USA,0
CUST_615,2024-03-26,2024-12-12,3538.887230920491,7,166,enterprise,Canada,0
CUST_616,2024-07-05,2024-12-07,277.7617535904061,5,166,premium,UK,0
CUST_617,2024-07-26,2024-12-09,3568.34402834908,3,12,enterprise,UK,0
CUST_618,2024-10-03,2024-12-21,582.0429739253689,6,142,premium,Canada,0
CUST_619,2024-01-13,2024-12-04,880.550286208727,4,8,premium,Australia,0
CUST_620,2024-10-11,2024-12-07,2904.6129956148343,8,111,basic,UK,0
CUST_621,2024-05-10,2024-12-10,1048.6898545202625,9,168,premium,USA,0
CUST_622,2024-06-21,2024-12-05,858.2349245051196,4,1,enterprise,UK,0
CUST_623,2024-10-01,2024-12-03,4328.954683267707,4,14,basic,UK,0
CUST_624,2024-01-03,2024-12-26,3542.611870898053,8,139,basic,Australia,0
CUST_625,2024-03-04,2024-12-03,3015.076090298021,5,172,premium,UK,0
CUST_626,2024-01-09,2024-12-01,3201.5553555880933,9,147,enterprise,USA,0
CUST_627,2024-09-26,2024-11-28,1630.074733318417,1,163,basic,USA,0
CUST_628,2024-11-13,2024-12-18,444.9283800085361,1,26,basic,Australia,0
CUST_629,2024-04-12,2024-12-27,2034.7887535819507,0,189,enterprise,Australia,0
CUST_630,2024-06-14,2024-12-04,3880.136505132983,0,183,enterprise,UK,0
CUST_631,2024-07-19,2024-12-11,1714.9444151013859,0,44,basic,UK,0
CUST_632,2024-07-22,2024-12-23,4821.923876301011,3,41,premium,USA,0
CUST_633,2024-04-22,2024-12-05,1674.806609755235,4,37,basic,UK,0
CUST_634,2024-11-19,2024-12-26,4756.059103406226,0,175,premium,Canada,0
CUST_635,2024-07-30,2024-12-22,3939.6174661768146,7,107,enterprise,USA,0
CUST_636,2024-08-31,2024-12-03,1843.3356272687258,5,26,premium,USA,0
CUST_637,2024-11-05,2024-12-17,4931.484740840158,4,66,basic,Canada,0
CUST_638,2024-01-03,2024-12-02,4735.475605657827,7,118,basic,UK,0
CUST_639,2024-04-05,2024-12-06,3573.1545048016847,0,8,premium,Canada,0
CUST_640,2024-08-30,2024-12-04,3275.999911671862,5,24,premium,Canada,0
CUST_641,2024-11-16,2024-12-12,1597.5193163428887,7,36,enterprise,Australia,0
CUST_642,2024-03-10,2024-12-11,2363.5233067217578,1,112,premium,USA,0
CUST_643,2024-01-02,2024-12-27,1883.9798435252817,8,83,basic,Canada,0
CUST_644,2024-02-26,2024-12-19,4005.9233545536727,3,163,enterprise,Australia,0
CUST_645,2024-08-22,2024-12-03,2678.9064096869115,8,30,basic,UK,0
CUST_646,2024-02-19,2024-12-22,1228.2005084729017,6,136,basic,USA,0
CUST_647,2024-03-14,2024-12-17,2854.532821225466,8,105,basic,Canada,0
CUST_648,2024-11-11,2024-12-14,3854.2791869451185,0,119,enterprise,UK,0
CUST_649,2024-08-22,2024-12-07,2217.3097114579837,6,199,premium,Australia,0
CUST_650,2024-01-20,2024-11-30,2506.5458806442575,3,26,basic,Canada,0
CUST_651,2024-08-30,2024-11-28,4457.775177585065,9,8,premium,USA,0
CUST_652,2024-10-26,2024-12-22,2865.9140971085594,2,158,premium,UK,0
CUST_653,2024-10-21,2024-12-13,1351.6870239375041,2,102,enterprise,UK,0
CUST_654,2024-03-21,2024-12-18,4300.186105154101,5,156,enterprise,Canada,0
CUST_655,2024-05-27,2024-12-06,4126.555861281577,3,138,enterprise,UK,0
CUST_656,2024-01-14,2024-12-22,2258.1157405139534,3,90,enterprise,Canada,0
CUST_657,2024-04-27,2024-12-24,4208.878469670643,1,46,basic,Canada,0
CUST_658,2024-06-03,2024-12-13,3963.069378175506,3,98,enterprise,Canada,0
CUST_659,2023-12-31,2024-12-12,758.7372487547964,8,13,premium,USA,1
CUST_660,2024-11-18,2024-12-27,916.8373682297329,3,16,basic,USA,0
CUST_661,2024-06-06,2024-12-19,3899.216930916423,5,122,enterprise,UK,0
CUST_662,2024-08-30,2024-12-16,623.4971991922614,6,23,enterprise,Canada,1
CUST_663,2024-03-12,2024-12-05,348.10856087549246,7,71,basic,USA,0
CUST_664,2024-04-04,2024-12-15,2396.719002772188,0,195,basic,USA,0
CUST_665,2024-10-24,2024-12-18,3829.808663525222,7,42,enterprise,UK,0
CUST_666,2024-05-07,2024-12-18,4676.403644465621,4,60,basic,UK,0
CUST_667,2024-05-21,2024-12-27,1760.6343452233975,9,93,enterprise,Australia,0
CUST_668,2024-09-01,2024-12-13,2620.9421671867162,7,82,enterprise,Australia,0
CUST_669,2024-01-21,2024-12-22,2826.542990613731,3,48,basic,Australia,0
